NOMBRE,LOCALIZACION,ESTADO,LATITUD,LONGITUD,AREA,ZONA,ANO DE DESCUBRIMIENTO,TIRANTE AGUA,ESTATUS,ASIGNACION,OPERADOR,VIGENCIA,NUM BLOQUES,CAA ORIGINAL,CAA ACTUAL,CGA ORIGINAL,CGA ACTUAL,NP (MMB),GP (MMMPC),MECANISMO DE PRODUCCION,PRODUCCION RECORD (MBPD),PRODUCCION RECORD (MMPCD),PRODUCCION ACEITE (MBPD),PRODUCCION GAS (MMPCD),PRODUCCION AGUA (MBPD),COLUMNA OP ACEITE,PROYECTO IOR/EOR PROPUESTO,PROYECTO IOR/EOR SUGERIDO,VOUMEN DE INYECCION DE GAS (MMPCD),VOUMEN DE INYECCION DE AGUA (MBPD),TIPO TERMINACION,POZOS PERFORADOS,POZOS PRODUCTORES,POZOS INYECTORES,POZOS MONITORES PRODUCTORES,POZOS MONITORES,POZOS CERRADOS CON POSIBILIDADES,POZOS CERRADOS SIN POSIBILIDADES,POZOS TAPONADOS,REPARACIONES MENORES,REPARACIONES MAYORES,SISTEMA ARTIFICIAL,DESCUBRIMIENTO
AGUA NACIDA,Se ubica a 17 km al suroeste de la ciudad de Cerro Azul,Veracruz,20.86340889,-97.68135305,98.67007,Tampico-Misantla,1948,,Productor,AR-0005 - Campo Agua Nacida,PEMEX,,2,,,,,,,Gas en solucion,0.82,2.04,0.32,0.43,0.02,46,,,,,Agujero entubado,30,16,0,,,7,3,4,79,,BM,
AGUACATE,"Se localiza a 14 km al sureste de la ciudad de Naranjos, Veracruz",Veracruz,21.3549717,-97.58363792,21.5,Tampico-Misantla,1970,,Productor,A-0006-M - Campo Aguacate,PEMEX,2034,1,982,,,,,,"Acuifero activo, Expansion roca-fluido",4.02,1.08,0.78,0.16,0.73,10,,,,,Agujero descubierto,36,24,0,,,9,0,3,,,BM,
AHUATEPEC,"Se ubica aproximadamente a 50 km al oeste de la ciudad de Tuxpan, Veracruz",Veracruz,20.90550519,-97.8948582,78.467207,Tampico-Misantla,1960,,Cerrado,A-0007-M - Campo Ahuatepec,PEMEX,2034,1,,,,,,,Gas en solucion,0.026,0.06,0.225,0.0903,,25,,,,,Agujero entubado,5,0,0,,,0,3,2,1,,BM,
ALAMO SAN ISIDRO,"Se localiza a 46 km al norte de la ciudad de Poza Rica, Veracruz",Veracruz,20.90504579,-97.67401507,18,Tampico-Misantla,1913,,Productor,A-0010-M - Campo Alamo San Isidro,PEMEX,2034,2,,,,,,,Acuifero activo,19.7,,0.050902804,0.026395244,0.071208071,,,,,,Agujero descubierto,174,4,0,,,0,1,149,,,BM,
ALTAMIRA,Se localiza a 40 km al noroeste de la ciudad de Tampico,"Tamaulipas, Veracruz",22.5603683,-98.26899634,1625,Tampico-Misantla,1926,,Productor,AE-0389-M - Altamira,PEMEX,2039,6,,,,,,,Expansion roca-fluido,10.17,,1.12,0.1,0.52,,Inyeccion de vapor,,,,Agujero descubierto,121,28,0,,,62,0,31,,,"CP, BM",
AMATITLAN,"Se ubica a 64 km noroeste de la ciudad de Poza Rica, Veracruz","Puebla, Veracruz",20.86262617,-97.98038864,148,Tampico-Misantla,1962,,Productor,AR-0014 - Campo Amatitlan,PEMEX,2034,55,,,,,,,Expansion de gas,0.71,,0.707,0.1,0.05,,,,,,Agujero entubado,15,2,,,,2,7,4,,,BM,
ARAGON,Se localiza a 77 km al noroeste de la ciudad de Poza Rica,Veracruz,20.9736465,-97.92420068,77.23,Tampico-Misantla,1929,,Productor,AE-0381-M-Pitepec,PEMEX,2039,2,,,,,,,Expansion de gas,0.136,,0.129,,,,,,,,Agujero entubado,21,8,,,,8,2,3,,,BM,
BARCODON,Se localiza a 20 km al norte de la ciudad de Altamira.,Tamaulipas,22.57649541,-97.96750068,11,Tampico-Misantla,1951,,Productor,CNH-R01-L03-A1/2015,"Diavaz Offshore, S.A.P.I. de C.V.",2041,1,,,,,,,"Expansion de gas, Expansion roca-fluido",5.2,6.6,0.16,0.03,0.34,24,Inyeccion de agua con surfactantes,,,,Agujero entubado,62,0,0,,,36,11,15,,,BM,
CACAHUATENGO,Se localiza 53 km al noroeste de la ciudad de Poza Rica,"Puebla, Veracruz",20.83383282,-97.8625961,60,Tampico-Misantla,1966,,Productor,A-0055-M - Campo Cacahuatengo,PEMEX,2034,1,,,,,,,Gas en solucion,0.593,0.61,0.04,0.1,0,25,,,,,Agujero entubado,15,3,0,,,4,5,3,4,,BM,
CACALILAO,Se localiza a 32 km al oeste de la ciudad de Tampico,Tamaulipas,22.16344733,-98.23835689,239,Tampico-Misantla,1907,,Productor,AE-0392-M-Panuco,PEMEX,2039,2,,,,,,,Expansion roca-fluido,110,,1.44,0.43,0.85,,"Inyeccion de agua, Inyeccion de CO2, Inyeccion de vapor",,,,Agujero descubierto,342,86,5,,,108,0,143,,,"BM, BN, CP",
CANGREJO,Se localiza a 15 km al noreste del municipio de Tecolutla,Veracruz,,,,Tampico-Misantla,1970,48,Cerrado,-,PEMEX,,,,,,,,,,,,,,,,,,,,Agujero descubierto,1,,,,,,,1,,,,
CARISTAY,Se localiza a 15 km aproximadamente al norte de la ciudad de Poza Rica,Veracruz,,,0.13,Tampico-Misantla,1957,,Productor,A-0064-M - Campo Caristay,PEMEX,2034,1,,,,,,,Acuifero activo,0.107,,,,,,,,,,Agujero entubado,4,0,0,,,0,1,3,,,,
CASTILLO DE TEAYO,Se ubica aproximadamente a 30 km al noroeste de la ciudad de Poza Rica.,Veracruz,20.7373544,-97.64255159,2.24,Tampico-Misantla,1963,,Productor,"AE-0073-2M - Puchut - 01, A-0217-M - Campo Miquetla",PEMEX,,1,,,,,,,"Expansion de gas, Expansion roca-fluido",1.09,,0,0,0,,,,,,Agujero entubado,21,1,0,,,4,9,7,,,BM,
CERRO DEL CARBON,Se ubica a 24 km al sur de la ciudad de Poza Rica,Veracruz,20.41915992,-97.26373847,13.98,Tampico-Misantla,1959,,Productor,A-0074-M - Campo Cerro del Carbon,PEMEX,2034,1,,,,,,,"Expansion de gas, Expansion roca-fluido",7.966,,0.118848003,0.189027023,0.14627214,,,,,,Agujero entubado,58,6,0,,,4,36,12,,,"BM, BN",
CHICHIMANTLA,Se ubica aproximadamente a 18 km al norte de la ciudad de Poza Rica,Veracruz,20.69094823,-97.4521204,1.45,Tampico-Misantla,1955,,Productor,A-0084-M - Campo Chichimantla,PEMEX,2034,1,,,,,,,Acuifero activo,1.66,,0.099319502,0.044252107,0.07917399,,,,,,Agujero descubierto,36,5,0,,,0,11,20,,,BM,
CHICONCOA,"Se localiza en la porcion central de la faja de oro terrestre, aproximadamente a 25 km al noreste de la ciudad de Poza Rica",Veracruz,20.75420429,-97.43197147,0.25,Tampico-Misantla,1966,,Productor,A-0085-M - Campo Chiconcoa,PEMEX,2034,2,,,,,,,Acuifero activo,0.159,,0,0,0,,Inyeccion de CO2,,,,Agujero descubierto,4,0,0,,,1,0,3,,,BM,
COAPECHACA,Se localiza a 12 km al oeste de la ciudad de Poza Rica,"Puebla, Veracruz",20.44296952,-97.59750221,125,Tampico-Misantla,1967,,Productor,A-0094-M - Campo Coapechaca,PEMEX,2034,2,,,,,,,,12.973,,2.2,,,,Inyeccion de CO2,,,,"Agujero descubierto, agujero entubado",417,285,,,,67,61,4,,,"BH, BM, BN",
COPAL,Se ubica aproximadamente a 18 km al norte de la ciudad de Poza Rica,Veracruz,20.66515065,-97.38145219,4.09,Tampico-Misantla,1957,,Productor,A-0100-M - Campo Copal,PEMEX,2034,1,,,,,,,Acuifero activo,0.878,,0.1954671,0.069510731,0.322417725,,Inyeccion de CO2,,,,Agujero descubierto,31,8,0,,,2,17,4,,,,
CORCOVADO,Se ubica a 35 km al sureste de la ciudad de Tampico,Tamaulipas,22.32231447,-98.18783661,85,Tampico-Misantla,1911,,Productor,AE-0391-M-Abano,PEMEX,2039,1,,,,,,,"Expansion de gas, Expansion roca-fluido",37.32,,0.63,0.091,0.085,,Inyeccion de vapor,,,,Agujero descubierto,67,12,0,,,33,0,22,,,"BM, BN, CP",
CORRALILLO,Se localiza a 10.5 km al oeste de la ciudad de Poza Rica,"Puebla, Veracruz",20.53585065,-97.52697627,225,Tampico-Misantla,1930,,Productor,"A-0156-M-Campo Corralillo,A-0156-M-Campo Huizotate ",PEMEX,2034,2,,,,,,,Gas en solucion,15.182,41.65,2.87,12.3,1.32,125,Inyeccion de agua,,,,"Agujero descubierto, agujero entubado",251,150,1,,,79,20,1,270,,"BH, BM, BN",
COYOL,"Se localiza a 40 km al noroeste de Poza Rica, Veracruz",Veracruz,20.75200317,-97.82613463,348.3547,Tampico-Misantla,1959,,Productor,AR-0416 - Campo Coyol,PEMEX,2016,357,,,,,,,Gas en solucion,2.54,5.87,0.77,2.14,0.15,100,,,,,Agujero entubado,110,44,0,,,41,24,1,160,,BM,
COYOTES,Se localiza a 25 km al poniente de la ciudad de Cerro Azul,Veracruz,21.04459295,-97.87885526,88.16,Tampico-Misantla,1972,,Productor,AR-0106 - Campo Coyotes,PEMEX,2039,2,,,,,,,Expansion de gas,,,1.863,,,,Inyeccion de CO2,,,,Agujero entubado,148,84,,,,24,36,4,,,"BH, BM, BN",
COYULA,"Se ubica a 15 km al oeste de la ciudad de Poza Rica, Veracruz",Puebla,20.54090464,-97.74516425,162.01995,Tampico-Misantla,1971,,Productor,A-0107-M - Campo Coyula,PEMEX,2034,2,,,,,,,Gas en solucion,2.52,6.88,0.31,1.2,0.14,200,,,,,Agujero entubado,125,22,0,,,66,34,3,110,,"BM, BN",
EBANO,Se localiza a 55 km al oeste de la ciudad de Tampico.,"San Luis Potosi, Tamaulipas, Veracruz",,,916,Tampico-Misantla,1904,,Productor,AE-0391-M,PEMEX,2039,,,,,,,,Expansion roca-fluido,37.9,,7.09,0.73,2.05,,,,,,Agujero descubierto,567,155,0,,,226,0,186,,,"BM, BN, CP",
ESCOBAL,Se localiza a 15 km al oeste de la ciudad de Poza Rica,"Puebla, Veracruz",20.45059623,-97.67948641,112.18267,Tampico-Misantla,1957,,Productor,A-0128-M - Campo Escobal,PEMEX,2034,4,,,,,,,Gas en solucion,7.26,10.83,0.86,3.09,0.29,200,Inyeccion de vapor,,,,Agujero entubado,126,55,0,,,60,10,1,182,,"BH, BM, BN, CP",
EZEQUIEL ORDONEZ,Se ubica aproximadamente a 20 km al noreste de la ciudad de Poza Rica,Veracruz,20.54801799,-97.26231531,5,Tampico-Misantla,1954,,Productor,A-0132-M - Campo Ezequiel Ordonez,PEMEX,2034,1,1180,,,,,,Acuifero activo,1.16,,0.27,0.27,,,,,,,Agujero entubado,32,8,,,,,16,8,,,BM,
FURBERO,Se ubica en el sector 8 al sureste del proyecto ATG,Veracruz,20.34694117,-97.46863036,723,Tampico-Misantla,,,Productor,AR-0420 - Campo Furbero,PEMEX,,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BM,
GALLO,Se ubica aproximadamente a 37 km al oeste de la ciudad de Tuxpan,Veracruz,20.97460699,-97.76407631,130.8478,Tampico-Misantla,1968,,Productor,A-0138-M - Campo Gallo,PEMEX,2034,3,,,,,,,Gas en solucion,0.343,0.57,0.04,0.17,0.01,25,Inyeccion de CO2,,,,Agujero entubado,25,5,0,,,3,12,5,23,,BM,
HORCON,"Se ubica aproximadamente a 30 km al norte de la ciudad de Poza Rica, en el municipio de Tihuatlan",Veracruz,20.79342177,-97.54700684,5.74,Tampico-Misantla,1952,,Productor,A-0152-M - Campo Horcon,PEMEX,2034,1,,,,,,,"Acuifero activo, Expansion de gas, Expansion roca-fluido",15.17,,0.068690906,0.215950987,0.206345324,,Inyeccion de CO2,,,,Agujero descubierto,28,4,0,,,1,4,19,,,,
HORCONES,"Se ubica aproximadamente a 17 km al suroeste de la ciudad de Cerro Azul, Veracruz",Veracruz,21.05333664,-97.82265951,95.85,Tampico-Misantla,,,Productor,-,PEMEX,,1,,,,,,,Expansion de gas,0.427,,,,,,,,,,,57,12,,,,12,26,7,,,BM,
HUIZOTATE,Se ubica aproximadamente a 7.5 km al norte de la ciudad de Poza Rica,Veracruz,20.5731426,-97.53859888,5.96,Tampico-Misantla,1963,,Productor,A-0156-M - Campo Huizotate,PEMEX,2034,1,,,,,,,"Expansion de gas, Expansion roca-fluido",,,0.029034528,0.0354151,0.059704608,,,,,,Agujero entubado,10,2,0,,,0,3,5,,,BM,
HUMAPA,"Se localiza a 40 km al noroeste de Poza Rica, Veracruz",Veracruz,20.6403045,-97.76062184,327.06075,Tampico-Misantla,1956,,Productor,AR-0426 - Campo Humapa,PEMEX,2034,253,,,,,,,Gas en solucion,7.82,16.93,1.38,3.47,0.22,100,,,,,Agujero entubado,349,87,0,,,189,70,3,408,,BM,
JARDIN,"Se localiza a 46 km al norte de la ciudad de Poza Rica, Alamo-Temapache, Veracruz",Veracruz,,,5.18,Tampico-Misantla,1924,,Productor,A-0010-M,PEMEX,,1,,,,,,,Acuifero activo,0.000195,,0.008044654,0.003621166,0.016800056,,,,,,Agujero revestido,31,2,0,,,0,4,26,,,,
JILIAPA,"Se ubica en la parte sur occidental del atolon de la faja de oro, a 3 km al oeste de Tihuatlan, Veracruz y 19 km al noroeste de Poza Rica",Veracruz,20.69980505,-97.60201833,18,Tampico-Misantla,1958,,Productor,A-0165-M - Campo Jiliapa,PEMEX,2034,1,,,,,,,"Expansion de gas, Expansion roca-fluido",5.3,,0.733154102,0.865229074,0.735038608,,,,,,Agujero entubado,112,32,0,,,12,48,20,,,"BM, BN",
JUAN FELIPE,"Se ubica aproximadamente a 1 km al sur del poblado Cerro Azul, Veracruz",Veracruz,21.16044161,-97.74542649,5.4,Tampico-Misantla,1914,,Productor,A-0347-M - Campo Toteco Cerro Azul,PEMEX,2034,1,,,,,,,"Acuifero activo, Expansion roca-fluido",0.56,0.565,0.34,0.29,0.4,23,,,,,Agujero descubierto,52,16,0,,,9,2,25,,,BM,
LA LAJA,"Se localiza a 40 km al suroeste de la ciudad de Tampico, Tamaulipas.",Tamaulipas,21.67486575,-97.73885002,4.5,Tampico-Misantla,1960,,Cerrado,CNH-R01-L03-A10/2016,"Oleum del Norte, S.A.P.I. de C.V.",2041,,,,,,,,Expansion roca-fluido,0.047,0.03,0,0,0,15,,,,,Agujero entubado,7,0,0,,,4,0,3,,,,
LAS CANAS,Se localiza a 30 km al norte de la ciudad de Poza Rica,Veracruz,,,1,Tampico-Misantla,1956,,Productor,A-075-48,PEMEX,,1,,,,,,,Acuifero activo,0.027,,0.025001955,0.013287498,0.020995352,,,,,,Agujero descubierto,4,1,0,,,0,1,2,,,,
LIMON,"Se ubica a 210 km al noreste de la ciudad de Tampico, entre el municipio de Panuco, Veracruz y Ebano, San Luis Potosi",Tamaulipas,22.11197123,-98.43610198,916,Tampico-Misantla,1922,,Productor,AE-0391-M-Abano,PEMEX,2039,1,,,,,,,"Expansion de gas, Expansion roca-fluido",3.38,,0.09,0,0.07,,Inyeccion de vapor,,,,Agujero descubierto,81,5,0,,,28,0,48,,,"BM, BN",
MESA CERRADA,"Se localiza en la porcion central de la faja de oro terrestre, al norte de la ciudad de Poza Rica, en el municipio de Tihuatlan, Veracruz",Veracruz,20.66884787,-97.43312758,2.97,Tampico-Misantla,1956,,Productor,A-0215-M - Campo Mesa Cerrada,PEMEX,2034,1,,,,,,,"Acuifero activo, Expansion de gas, Expansion roca-fluido",3.22,,0.66,0.26,,,,,,,Agujero descubierto,20,4,0,,,0,9,7,,,BM,
MIAHUAPAN,Se localiza a 20 km al noroeste de la ciudad de Poza Rica,Veracruz,20.64289586,-97.5761648,273.6,Tampico-Misantla,1948,,Abandonado,A-0216-M - Campo Miahuapan,"PEMEX, PEMISA(VITOIL)",,2,,,,,,,Gas en solucion,0.134,0.27,0.04,0.04,0.03,65,Inyeccion de CO2,,,,Agujero entubado,5,0,0,,,0,0,5,2,,,
MIGUEL HIDALGO,"Se localiza a 45 km al sureste de la ciudad de Poza Rica, Veracruz, en el municipio de Tecolutla, ubicado en la plataforma de Tuxpan, conocida tambien como la Faja de Oro.",Veracruz,20.47607034,-97.03909085,4,Tampico-Misantla,1954,,Desarrollo,CNH-R02-L03-TM-01/2017,"Jaguar Exploracion y Produccion 2.3, S.A.P.I. de C.V.",2047,,2360,,2280,,,,,,,0,0,0,,,,,,,23,1,0,,,0,0,10,,,,
MIQUETLA,"Se ubica en la parte central oriente del llamado Paleocanal de Chicontepec, comprende los municipios de Francisco Z. Mena, en el estado de Puebla, Tihuatlan, Castillo de Teayo y Alamo Temapache en el estado de Veracruz","Puebla, Veracruz",20.7610499,-97.63309034,314.46841,Tampico-Misantla,1948,,Productor,A-0217-M - Campo Miquetla,"PEMEX, DWF-DIAVAZ",2034,4,,,,,,,Gas en solucion,4.997,10.62,1.55,4.96,0.46,30,Inyeccion de CO2,,,,Agujero entubado,166,70,0,,,43,41,12,169,,"BM, BN",
MORALILLO,"Se localiza a 6 km al oeste de la ciudad de Cerro Azul, a 19 km al suroeste de la ciudad de Naranjos y a 80 km al noroeste de la ciudad de Poza Rica.",Veracruz,21.19266792,-97.8138478,17,Tampico-Misantla,1924,,Productor,A-0227-M - Campo Moralillo,PEMEX,2034,1,1423,,,,,,Expansion de gas,0.73,0.65,0.2,0.17,0.37,28.14,,,,,Agujero descubierto,46,14,0,,,12,0,20,,,BM,
MORSA,"Se ubica en aguas territoriales del Golfo de Mexico, a 55 km al noreste de la ciudad de Poza Rica y a 23 km de la costa",Veracruz,,,4,Tampico-Misantla,1968,,Cerrado,-,PEMEX,,1,,,,,,,Acuifero activo,11.391,0.042,0,0,0,,,,,,Agujero entubado,14,0,0,,,1,0,13,,,,
MOZUTLA,"Se localiza en la porcion central de la faja de oro terrestre, al norte de la ciudad de Poza Rica, en el municipio de Cazones, Veracruz.",Veracruz,20.61774495,-97.3790623,2.06,Tampico-Misantla,1953,,Productor,A-0228-M - Campo Mozutla,PEMEX,,1,,,,,,,Acuifero activo,9.595,,0.063388604,0.158826217,0.003566317,,"Inyeccion de geles, Inyeccion de reductores de viscosidad",,,,Agujero entubado,12,1,3,,,1,3,4,,,,
MURO,"Se ubica en la faja de oro terrestre aproximadamente a 38 km al norte de la ciudad de Poza Rica, en el municipio de Tuxpan, Veracruz.",Veracruz,20.84645404,-97.44760372,5.15,Tampico-Misantla,1966,,Productor,A-0229-M - Campo Muro,PEMEX,,1,,,,,,,Acuifero activo,5.851,,0.198556406,0.121821486,0.118971265,,Inyeccion de CO2,,,,Agujero descubierto,25,6,0,,,2,9,8,,,,
NUEVA COLONIA,"Se ubica en la porcion central de la baja de oro terrestre al norte de la ciudad de Poza Rica, en el municipio de Tihuatlan, Veracruz.",Veracruz,,,0.13,Tampico-Misantla,1953,,Cerrado,075-48,PEMEX,,1,,,,,,,Acuifero activo,,,,,,,,,,,Agujero descubierto,10,0,0,,,0,1,9,,,,
NUEVO PROGRESO,"Se ubica en la porcion central de la faja de oro terrestre al noroeste de la ciudad de Poza Rica, en el municipio de Tihuatlan, Veracruz.",Veracruz,20.58933159,-97.49682502,3.61,Tampico-Misantla,1955,,Productor,A-0239-M - Campo Nuevo Progreso,PEMEX,,1,,,,,,,"Expansion de gas, Expansion roca-fluido",0.67,,0.176529933,0.181000215,0.129588141,,,,,,Agujero descubierto,22,8,0,,,0,9,5,,,BM,
OCOTEPEC,"Se ubica en la porcion central de la faja de oro terrestre, al norte de la ciudad de Poza Rica, en el municipio de Tihuatlan, Veracruz.",Veracruz,20.7111967,-97.47508317,2.82,Tampico-Misantla,1953,,Productor,A-0243-M - Campo Ocotepec,PEMEX,,1,,,,,,,"Acuifero activo, Expansion de gas, Expansion roca-fluido",0.218,,0.185234964,0.094259657,0.400034615,,,,,,Agujero descubierto,28,11,0,,,0,7,10,,,BM,
PALO BLANCO,Se localiza en la porcion occidental del proyecto integral Aceite Terciario del Golfo entre la planicie costera del Golfo y la zona baja de la Sierra Madre Oriental.,"Puebla, Veracruz",20.85362488,-97.78237838,117.4,Tampico-Misantla,1959,,Productor,A-0255-M - Campo Palo Blanco,PEMEX,2034,1,,,,,,,Gas en solucion,0.252,1.38,0.07,0.14,0.01,28,"Inyeccion de agua, Inyeccion de CO2",,,,Agujero entubado,35,6,0,,,8,11,10,26,,"BM, BN",
PANUCO,"Se ubica a 30 km al suroeste de la ciudad de Tampico, Tamaulipas","San Luis Potosi, Tamaulipas, Veracruz",22.04373824,-98.21412243,375,Tampico-Misantla,1913,,Productor,AE-0392-M - Panuco,PEMEX,2039,3,,,,,,,,137.727,,0.76,0.65,0.33,,,,,,Agujero descubierto,259,48,0,,,54,0,157,,,"BM, BN, CP",
PAPANTLA,"Se localiza a 18 km al sur de la ciudad de Poza Rica, Veracruz",Veracruz,20.44469117,-97.30479495,10.78,Tampico-Misantla,1962,,Productor,A-0262-M - Campo Papantla,PEMEX,,,,,,,,,Expansion roca-fluido,1.3549,,0.138333397,0.103559153,0.277238558,30,,,,,Agujero entubado,49,5,0,,,1,21,22,,,BM,
PASO DE ORO,"Se ubica aproximadamente a 47 km al sureste de la ciudad de Poza Rica, en el municipio de Martinez de la Torre, Veracruz.",Veracruz,20.24534252,-97.09694669,1.47,Tampico-Misantla,1959,,Productor,CNH-R01-L03-A17/2016,"Servicios de extraccion Petrolera Lifting de Mexico, S.A. de C.V.",2041,,,,,,,,,0.187,0.09,0.059935388,0.096759529,0.009451583,,,,,,Agujero entubado,8,0,0,,,1,0,7,,,,
PASO REAL,Se localiza aproximadamente a 43 km al norte de la ciudad de Poza Rica,Veracruz,,,5.44,Tampico-Misantla,1926,,Productor,A-0010-M,PEMEX,2034,,,,,,,,Acuifero activo,0.262,,0.118806911,0.119725224,0.13876433,,,,,,Agujero descubierto,84,7,0,,,0,4,73,,,,
PASTORIA,"Se ubica al noroeste de la envolvente del area del activo Aceite Terciario del Golfo, en los municipios de Huautla, Hidalgo y Chicontepec, Veracruz.","Hidalgo, Veracruz",21.05211213,-98.08905156,23.97,Tampico-Misantla,1958,,Productor,AR-0266 - Campo Pastoria,PEMEX,2046,1,,,,,,,Expansion de gas,0.075,,0.0065,0.026,,,Inyeccion de CO2,,,,Agujero descubierto,6,2,2,,,3,1,1,,,BM,
PITAHAYA,Se localiza a 113 km al suroeste de la ciudad de Tampico y a 3.5 km suoreste de la poblacion de Terero.,Veracruz,,,15.5,Tampico-Misantla,1951,,Productor,AR-0503 - Campo Pitahaya,PEMEX,,1,,,,,,,Expansion roca-fluido,0.013,0.007,0,0,0,9.14,,,,,Agujero descubierto,14,0,0,,,1,0,13,,,BM,
PITAL Y MOZUTLA,"Se localiza a 8 km al noreste de Poza Rica, Veracruz.",Veracruz,20.60189766,-97.41918671,0.4,Tampico-Misantla,1960,,Productor,AR-0502 - Campo Pital y Mozutla,PEMEX,,1,,,,,,,"Expansion de gas, Expansion roca-fluido",,,0.038777226,0.01959283,0.041216451,,,,,,Agujero revestido,7,1,0,,,0,0,6,,,,
PONTON,"Se localiza en la porcion norte del estado de Veracruz, a 25 km al oeste del puerto de Ozuluama, Veracruz.",Veracruz,,,4.5,Tampico-Misantla,1971,,Cerrado,CNH-R01-L03-A19/2016,"Renaissance Oil Corp., S.A. de C.V.",,,,,,,,,Expansion roca-fluido,0.294,1.2,0,0,0,17,,,,,Agujero entubado,15,0,0,,,11,0,4,,,BN,
POTRERO HORCONES,"Se localiza a 13 km al sur de la ciudad de Cerro Azul, a 29 km al suroeste de la ciudad Naranjos y a 65 km al noroeste de la ciudad de Poza Rica",Veracruz,21.06507066,-97.73119004,7.7,Tampico-Misantla,1910,,Productor,A-0394-M-Tierra Blanca,PEMEX,2034,1,,,,,,,Expansion roca-fluido,0.427,0.31,0.19,0.13,0.33,62,,,,,Agujero descubierto,38,7,0,,,4,2,25,,,BM,
POZA RICA,"Se ubica en los municipios Poza Rica, coatzintla, Tihuatlan y Papantla.",Veracruz,20.50575321,-97.41965237,185.34,Tampico-Misantla,1930,,Productor,A-0280-M - Campo Poza Rica,PEMEX,2034,2,,,,,,,"Expansion de gas, Expansion roca-fluido",144.036,,7.824,8.984,17.639,,Inyeccion de agua,,,,Agujero descubierto,878,172,10,,,99,400,196,,,"BH, BM, BN",
PRESIDENTE ALEMAN,Se ubica al sureste del proyecto ATG.,Veracruz,20.34731363,-97.33116125,723,Tampico-Misantla,,,Productor,AR-0449 - Campo Presidente Aleman,PEMEX,,258,,,,,,,,,,,,,,,,,,,115,61,,,,0,0,2,,,BM,
RANCHO NUEVO,"Se localiza a 55 km de la ciudad de Cerro Azul, Veracruz y al noreste del campo Tres Hermanos, Veracruz.",Veracruz,21.54756474,-97.67521085,28,Tampico-Misantla,1960,,Productor,A-0286-M - Campo Rancho Nuevo,PEMEX,2034,,,,,,,,Expansion de gas,3.44,1.28,0.41,0.17,0.31,18,Fracturamiento acido,,,,Agujero entubado,53,20,0,,,19,6,8,,,BM,
REMOLINO,,,,,,Tampico-Misantla,1973,,Productor,AR-0451,PEMEX,2016,,,,,,,,Expansion de gas disuelto,7.381,9.43,1.361,3.759,0.087,340,Inyeccion de Agua/ Inyeccion de CO2 (huff&puff),,0,,"Agujero descubierto, agujero entubado",135,60,0,0,0,57,18,0,108,,"FL, BM, BH, BN",
SALINAS BARCO CARACOL,"Se localiza a 17 km al oeste de la ciudad de Tampico, en el municipio Panuco, Veracruz.",Veracruz,,,415,Tampico-Misantla,1912,,Productor,AE-0392-M,PEMEX,2039,,,,,,,,"Acuifero activo, Expansion roca-fluido",13.09,,0.006,3.13,0.022,,,,,,Agujero descubierto,49,5,0,,,18,0,26,,,"BM, BN",
SAN ANDRES,"Se localiza a 35 km al sureste de la ciudad de Poza Rica y a 16 km de la ciudad de Papantla, Veracruz.",Veracruz,20.37965135,-97.18585817,46.28,Tampico-Misantla,1956,,Productor,A-0393-M - San Andres,PEMEX,2034,,,,,,,,Expansion roca-fluido,44.87,,2.123387761,8.151270384,6.296030831,,Inyeccion de agua,,,,Agujero entubado,346,85,7,,,98,113,43,,,"BM, BN",
SAN DIEGO CHICHONCILLO,"Se ubica en la porcion arrecifal de la faja de oro, a 33 km al noreste de la ciudad de Cerro Azul, Veracruz.",Veracruz,21.47718277,-97.62478622,47,Tampico-Misantla,1908,,Productor,A-0298-M - Campo San Diego Chiconcillo,PEMEX,2034,,,,,,,,Expansion roca-fluido,0.52,0.42,0.05,0.03,0.09,38,,,,,Agujero descubierto,82,6,0,,,8,4,64,,,,
SANTA AGUEDA,Se ubica en la porcion central de la Faja de Oro terrestre a 18 km al noreste de Poza Rica.,Veracruz,20.589748,-97.31268218,11.11,Tampico-Misantla,1953,,Productor,A-0301-M - Campo Santa Agueda,PEMEX,2034,2,,,,,,,Acuifero activo,38.6,,1.793796866,5.466822616,0.975576436,,,,,,Agujero descubierto,80,23,0,,,6,37,14,,,BM,
SITIO,Se ubica en la parte norte del paleocanon de Chicontepec en el sector 1.,Veracruz,20.95963189,-98.04046695,78.08,Tampico-Misantla,1968,,Desarrollo,A-0311-M - Campo Sitio,PEMEX,2034,99,,,,,,,,,,,,,,"Fracturamiento Hidraulico, Inyeccion de CO2",,,,,2,,,,,1,1,1,,,,
SOLEDAD,Se localiza en la porcion noreste del area del Activo Integral Aceite Terciario del Golfo.,Veracruz,20.9203068,-97.76628655,135,Tampico-Misantla,1943,,Productor,A-0313-M - Campo Soledad,PEMEX,,,,,,,,,Gas en solucion,4.314,8.76,0.96,2.96,0.13,40,Fracturamiento Hidraulico,,,,,158,85,0,,,12,49,12,135,,"BM, BN, CP",
